Region,ID,Name,WSP info,RRP info,Data (GB),Validity (Days),Wi-Fi Hotspot,Traffic Policy
  Malawi,USMDHFVIKAGR,Malawi 20GB - 10 Days,47.91  $,61.99  $,20,10,Yes,Limit - Maximum Data 20GB
  Malawi,EQXBXEHQ0MFK,Malawi 20GB - 15 Days,50.55  $,62.99  $,20,15,Yes,Limit - Maximum Data 20GB
  Malawi,LI8SAZJM4XEX,Malawi 20GB - 30 Days,52.70  $,66.99  $,20,30,Yes,Limit - Maximum Data 20GB
  Malawi,RTI7IYNWU6NS,Malawi 20GB - 5 Days,43.12  $,60.99  $,20,5,Yes,Limit - Maximum Data 20GB
  Malawi,VTB1GAM8MJXU,Malawi 3GB - 10 Days,12.41  $,14.99  $,3,10,Yes,Limit - Maximum Data 3GB
  Malawi,5PQCHHDIA6TM,Malawi 3GB - 15 Days,13.09  $,14.99  $,3,15,Yes,Limit - Maximum Data 3GB
  Malawi,ZEANMSOTKFRG,Malawi 3GB - 30 Days,13.65  $,17.99  $,3,30,Yes,Limit - Maximum Data 3GB
  Malawi,CVOTELKJOYWC,Malawi 3GB - 5 Days,11.17  $,13.99  $,3,5,Yes,Limit - Maximum Data 3GB
  Malawi,0GCPI9T8QEKR,Malawi 5GB - 10 Days,18.45  $,24.99  $,5,10,Yes,Limit - Maximum Data 5GB
  Malawi,WBOTAOOWSKSS,Malawi 5GB - 15 Days,19.46  $,24.99  $,5,15,Yes,Limit - Maximum Data 5GB
  Malawi,SABEORUDBYGY,Malawi 5GB - 30 Days,20.30  $,27.99  $,5,30,Yes,Limit - Maximum Data 5GB
  Malawi,00L82QMF5I5J,Malawi 5GB - 5 Days,16.61  $,23.99  $,5,5,Yes,Limit - Maximum Data 5GB
  Malaysia,KPACVVQZ6YWG,Malaysia 10GB - 10 Days,6.00  $,13.99  $,10,10,Yes,Limit - Maximum Data 10GB
  Malaysia,FWKAZQMDUCVU,Malaysia 10GB - 15 Days,6.32  $,14.99  $,10,15,Yes,Limit - Maximum Data 10GB
  Malaysia,ZXAOFXGLBJYH,Malaysia 10GB - 30 Days,6.59  $,16.99  $,10,30,Yes,Limit - Maximum Data 10GB
  Malaysia,LKKXJNJGRIAI,Malaysia 10GB - 5 Days,5.40  $,12.99  $,10,5,Yes,Limit - Maximum Data 10GB
  Malaysia,PNIBWKA02BHN,Malaysia 1GB - 10 Days,2.00  $,4.99  $,1,10,Yes,Limit - Maximum Data 1GB
  Malaysia,O8BLSRDKOR7S,Malaysia 1GB - 15 Days,2.11  $,4.99  $,1,15,Yes,Limit - Maximum Data 1GB
  Malaysia,NO1DSUZTAXL1,Malaysia 1GB - 30 Days,2.20  $,7.99  $,1,30,Yes,Limit - Maximum Data 1GB
  Malaysia,BTWWDFAXCEI6,Malaysia 1GB - 5 Days,1.80  $,3.99  $,1,5,Yes,Limit - Maximum Data 1GB
  Malaysia,WUM0ORVW82WG,Malaysia 20GB - 10 Days,11.50  $,24.99  $,20,10,Yes,Limit - Maximum Data 20GB
  Malaysia,YUHTRSSLLCKV,Malaysia 20GB - 15 Days,12.13  $,24.99  $,20,15,Yes,Limit - Maximum Data 20GB
  Malaysia,P0WG1X7EZ8EQ,Malaysia 20GB - 30 Days,12.64  $,27.99  $,20,30,Yes,Limit - Maximum Data 20GB
  Malaysia,QQBKZIYZVQHG,Malaysia 20GB - 5 Days,10.35  $,23.99  $,20,5,Yes,Limit - Maximum Data 20GB
  Malaysia,38941WHM34D6,Malaysia 3GB - 10 Days,2.50  $,6.99  $,3,10,Yes,Limit - Maximum Data 3GB
  Malaysia,7ZYKVE6SGOD0,Malaysia 3GB - 15 Days,2.63  $,7.99  $,3,15,Yes,Limit - Maximum Data 3GB
  Malaysia,8EVBLAS3WIZ5,Malaysia 3GB - 30 Days,2.74  $,8.99  $,3,30,Yes,Limit - Maximum Data 3GB
  Malaysia,GWFEGVFYTZ0O,Malaysia 3GB - 5 Days,2.25  $,6.99  $,3,5,Yes,Limit - Maximum Data 3GB
  Malaysia,ZLCQSSMUGWM6,Malaysia 5GB - 10 Days,4.00  $,6.99  $,5,10,Yes,Limit - Maximum Data 5GB
  Malaysia,MG8LRQJ8MKKN,Malaysia 5GB - 15 Days,4.21  $,7.99  $,5,15,Yes,Limit - Maximum Data 5GB
  Malaysia,7ZMWSX6VWNP3,Malaysia 5GB - 30 Days,4.39  $,9.99  $,5,30,Yes,Limit - Maximum Data 5GB
  Malaysia,GGEBEZTFSZLD,Malaysia 5GB - 5 Days,3.60  $,5.99  $,5,5,Yes,Limit - Maximum Data 5GB
  Malaysia,T18AYSXB32BW,Malaysia Unlimited LITE - 10 Days,12.75  $,21.99  $,Unlimited,10,Yes,"Daily - 2GB per Day, then 1Mbps"
  Malaysia,Z5Z499EFJQNW,Malaysia Unlimited LITE - 15 Days,19.13  $,32.99  $,Unlimited,15,Yes,"Daily - 2GB per Day, then 1Mbps"
  Malaysia,D5I2NHGRMFUL,Malaysia Unlimited LITE - 30 Days,24.93  $,42.99  $,Unlimited,30,Yes,"Daily - 2GB per Day, then 1Mbps"
  Malaysia,UGHSB3UTXBTO,Malaysia Unlimited LITE - 5 Days,9.85  $,16.99  $,Unlimited,5,Yes,"Daily - 2GB per Day, then 1Mbps"
  Malaysia,V1N9VTO3I4XR,Malaysia Unlimited MAX - 10 Days,21.40  $,29.99  $,Unlimited,10,Yes,"Daily - 5GB per Day, then 1Mbps"
  Malaysia,HG06ECXIMS2H,Malaysia Unlimited MAX - 15 Days,31.31  $,49.99  $,Unlimited,15,Yes,"Daily - 5GB per Day, then 1Mbps"
  Malaysia,XBQJAITXCMFH,Malaysia Unlimited MAX - 30 Days,37.06  $,59.99  $,Unlimited,30,Yes,"Daily - 5GB per Day, then 1Mbps"
  Malaysia,BYJM0WYLFXJ1,Malaysia Unlimited MAX - 5 Days,14.09  $,24.99  $,Unlimited,5,Yes,"Daily - 5GB per Day, then 1Mbps"
  Malaysia,EEPHJCJW1H5D,Malaysia Unlimited STANDARD - 10 Days,12.75  $,24.99  $,Unlimited,10,Yes,"Daily - 3GB per Day, then 1Mbps"
  Malaysia,WJE8H3LVDQUJ,Malaysia Unlimited STANDARD - 15 Days,19.13  $,39.99  $,Unlimited,15,Yes,"Daily - 3GB per Day, then 1Mbps"
  Malaysia,PVUYLAGBL6DR,Malaysia Unlimited STANDARD - 30 Days,24.93  $,49.99  $,Unlimited,30,Yes,"Daily - 3GB per Day, then 1Mbps"
  Malaysia,BIM89AXGP3VG,Malaysia Unlimited STANDARD - 5 Days,9.85  $,14.99  $,Unlimited,5,Yes,"Daily - 3GB per Day, then 1Mbps"
  Maldives,DGZTZKRKRJFW,Maldives 1GB - 10 Days,89.99  $,10.99  $,1,10,Yes,Limit - Maximum Data 1GB
  Maldives,TGFI1MYZBDLJ,Maldives 1GB - 15 Days,94.94  $,11.99  $,1,15,Yes,Limit - Maximum Data 1GB
  Maldives,KCGIYAE0EKEQ,Maldives 1GB - 30 Days,98.99  $,13.99  $,1,30,Yes,Limit - Maximum Data 1GB
  Maldives,0J8DDYBCBRMY,Maldives 1GB - 5 Days,80.99  $,9.99  $,1,5,Yes,Limit - Maximum Data 1GB
  Mali,PYJUV0JJSIB5,Mali 1GB - 10 Days,89.99  $,5.99  $,1,10,Yes,Limit - Maximum Data 1GB
  Mali,WSZCGNIYV47M,Mali 1GB - 15 Days,94.94  $,6.99  $,1,15,Yes,Limit - Maximum Data 1GB
  Mali,VW6OPJTBAL8R,Mali 1GB - 30 Days,98.99  $,8.99  $,1,30,Yes,Limit - Maximum Data 1GB
  Mali,XQWFNXVOL6M9,Mali 1GB - 5 Days,80.99  $,4.99  $,1,5,Yes,Limit - Maximum Data 1GB
  Malta,EALD9TSNNOVN,Malta 10GB - 10 Days,6.00  $,12.99  $,10,10,Yes,Limit - Maximum Data 10GB
  Malta,Q4XABNKP3VBE,Malta 10GB - 15 Days,6.32  $,13.99  $,10,15,Yes,Limit - Maximum Data 10GB
  Malta,SJNY0EZSOA8H,Malta 10GB - 30 Days,6.59  $,15.99  $,10,30,Yes,Limit - Maximum Data 10GB
  Malta,EJHWRFDGNAVK,Malta 10GB - 5 Days,5.40  $,11.99  $,10,5,Yes,Limit - Maximum Data 10GB
  Malta,MW1LIKGIQTDK,Malta 1GB - 10 Days,2.00  $,4.99  $,1,10,Yes,Limit - Maximum Data 1GB
  Malta,XLSW0TRJJIQV,Malta 1GB - 15 Days,2.11  $,4.99  $,1,15,Yes,Limit - Maximum Data 1GB
  Malta,4UUQCEX9PHLN,Malta 1GB - 30 Days,2.20  $,7.99  $,1,30,Yes,Limit - Maximum Data 1GB
  Malta,GHZHB1R4TB3G,Malta 1GB - 5 Days,1.80  $,3.99  $,1,5,Yes,Limit - Maximum Data 1GB
  Malta,9NCHU9ITJOEY,Malta 20GB - 10 Days,9.00  $,21.99  $,20,10,Yes,Limit - Maximum Data 20GB
  Malta,X1YE9IDPJOJQ,Malta 20GB - 15 Days,9.49  $,22.99  $,20,15,Yes,Limit - Maximum Data 20GB
  Malta,KDZUQ8H64OVN,Malta 20GB - 30 Days,9.89  $,24.99  $,20,30,Yes,Limit - Maximum Data 20GB
  Malta,VAWK77MHIVGP,Malta 20GB - 5 Days,8.10  $,20.99  $,20,5,Yes,Limit - Maximum Data 20GB
  Malta,QCZPGKOV7DTH,Malta 3GB - 10 Days,3.00  $,7.99  $,3,10,Yes,Limit - Maximum Data 3GB
  Malta,0RLOBEKWBDZS,Malta 3GB - 15 Days,3.16  $,8.99  $,3,15,Yes,Limit - Maximum Data 3GB
  Malta,RK4TDB8IQEXM,Malta 3GB - 30 Days,3.29  $,9.99  $,3,30,Yes,Limit - Maximum Data 3GB
  Malta,ZHTAGFOM0U6P,Malta 3GB - 5 Days,2.70  $,7.99  $,3,5,Yes,Limit - Maximum Data 3GB
  Malta,R0JVQK8VHT09,Malta 5GB - 10 Days,4.00  $,6.99  $,5,10,Yes,Limit - Maximum Data 5GB
  Malta,GVAKCDF2GFCB,Malta 5GB - 15 Days,4.21  $,7.99  $,5,15,Yes,Limit - Maximum Data 5GB
  Malta,NOYHCVADPGBP,Malta 5GB - 30 Days,4.39  $,9.99  $,5,30,Yes,Limit - Maximum Data 5GB
  Malta,QZC4POMK9G4U,Malta 5GB - 5 Days,3.60  $,5.99  $,5,5,Yes,Limit - Maximum Data 5GB
  Malta,MDS2A5NSRVYO,Malta Unlimited LITE - 10 Days,14.49  $,24.99  $,Unlimited,10,Yes,"Daily - 2GB per Day, then 1Mbps"
  Malta,AKVWP9NWDGBV,Malta Unlimited LITE - 15 Days,19.13  $,32.99  $,Unlimited,15,Yes,"Daily - 2GB per Day, then 1Mbps"
  Malta,L80UX0JJXEQT,Malta Unlimited LITE - 30 Days,27.96  $,40.99  $,Unlimited,30,Yes,"Daily - 2GB per Day, then 1Mbps"
  Malta,LVVZCTVTXITN,Malta Unlimited LITE - 5 Days,9.85  $,16.99  $,Unlimited,5,Yes,"Daily - 2GB per Day, then 1Mbps"
  Malta,8HDOPIVCCUZ3,Malta Unlimited MAX - 10 Days,22.44  $,29.99  $,Unlimited,10,Yes,"Daily - 5GB per Day, then 1Mbps"
  Malta,62XG27SHGINV,Malta Unlimited MAX - 15 Days,27.66  $,49.99  $,Unlimited,15,Yes,"Daily - 5GB per Day, then 1Mbps"
  Malta,K4UTWDXZO7R1,Malta Unlimited MAX - 30 Days,38.32  $,59.99  $,Unlimited,30,Yes,"Daily - 5GB per Day, then 1Mbps"
  Malta,MN5T0DQ8ZACM,Malta Unlimited MAX - 5 Days,12.52  $,24.99  $,Unlimited,5,Yes,"Daily - 5GB per Day, then 1Mbps"
  Malta,VRG98BJMTSCA,Malta Unlimited STANDARD - 10 Days,14.49  $,24.99  $,Unlimited,10,Yes,"Daily - 3GB per Day, then 1Mbps"
  Malta,VRY8Z4JBXSN7,Malta Unlimited STANDARD - 15 Days,19.13  $,39.99  $,Unlimited,15,Yes,"Daily - 3GB per Day, then 1Mbps"
  Malta,VOQBYDWCRNR2,Malta Unlimited STANDARD - 30 Days,30.50  $,49.99  $,Unlimited,30,Yes,"Daily - 3GB per Day, then 1Mbps"
  Malta,AG40JUBJLCSR,Malta Unlimited STANDARD - 5 Days,9.85  $,14.99  $,Unlimited,5,Yes,"Daily - 3GB per Day, then 1Mbps"
  Martinique,PJUV75QKQFCZ,Martinique 10GB - 10 Days,20.91  $,9.99  $,10,10,Yes,Limit - Maximum Data 10GB
  Martinique,PUSW3C0CIE9U,Martinique 10GB - 15 Days,22.06  $,9.99  $,10,15,Yes,Limit - Maximum Data 10GB
  Martinique,MFGHSHUHI17C,Martinique 10GB - 30 Days,23.00  $,12.99  $,10,30,Yes,Limit - Maximum Data 10GB
  Martinique,A4ZDWYOIB8DI,Martinique 10GB - 5 Days,18.82  $,8.99  $,10,5,Yes,Limit - Maximum Data 10GB
  Martinique,8W1JITEWSSIG,Martinique 1GB - 10 Days,3.79  $,3.99  $,1,10,Yes,Limit - Maximum Data 1GB
  Martinique,7EYS5OHYNMC1,Martinique 1GB - 15 Days,4.00  $,4.99  $,1,15,Yes,Limit - Maximum Data 1GB
  Martinique,FENAUAFZOS03,Martinique 1GB - 30 Days,4.17  $,6.99  $,1,30,Yes,Limit - Maximum Data 1GB
  Martinique,RCZQOZYO928K,Martinique 1GB - 5 Days,3.41  $,2.99  $,1,5,Yes,Limit - Maximum Data 1GB
  Martinique,P02OTCBSQKXH,Martinique 20GB - 10 Days,32.00  $,18.99  $,20,10,Yes,Limit - Maximum Data 20GB
  Martinique,Z621FPEPUWFD,Martinique 20GB - 15 Days,33.75  $,19.99  $,20,15,Yes,Limit - Maximum Data 20GB
  Martinique,F7DLHSAYUXXB,Martinique 20GB - 30 Days,35.19  $,21.99  $,20,30,Yes,Limit - Maximum Data 20GB
  Martinique,6DM8CZOJGSEI,Martinique 20GB - 5 Days,28.80  $,17.99  $,20,5,Yes,Limit - Maximum Data 20GB
  Martinique,VYPFDMFEXXZQ,Martinique 3GB - 10 Days,8.29  $,14.99  $,3,10,Yes,Limit - Maximum Data 3GB
  Martinique,J87PUMPGHJAB,Martinique 3GB - 15 Days,8.75  $,15.99  $,3,15,Yes,Limit - Maximum Data 3GB
  Martinique,0YKQWZIQ58DN,Martinique 3GB - 30 Days,9.12  $,16.99  $,3,30,Yes,Limit - Maximum Data 3GB
  Martinique,WPS5LGQA8KBA,Martinique 3GB - 5 Days,7.46  $,13.99  $,3,5,Yes,Limit - Maximum Data 3GB
  Martinique,DDYAZQ0BP6Y8,Martinique 5GB - 10 Days,12.22  $,5.99  $,5,10,Yes,Limit - Maximum Data 5GB
  Martinique,3WIDTYQ1VNUL,Martinique 5GB - 15 Days,12.89  $,6.99  $,5,15,Yes,Limit - Maximum Data 5GB
  Martinique,6NBVRM5SYEUA,Martinique 5GB - 30 Days,13.44  $,8.99  $,5,30,Yes,Limit - Maximum Data 5GB
  Martinique,72KVAXE7KFIZ,Martinique 5GB - 5 Days,11.00  $,4.99  $,5,5,Yes,Limit - Maximum Data 5GB
  Mauritania,VHXQKJSLGOA7,Mauritania 1GB - 10 Days,44.99  $,10.99  $,1,10,Yes,Limit - Maximum Data 1GB
  Mauritania,7AM7ZWTHIIBT,Mauritania 1GB - 15 Days,47.47  $,11.99  $,1,15,Yes,Limit - Maximum Data 1GB
  Mauritania,NXAM2HK8IIUG,Mauritania 1GB - 30 Days,49.49  $,13.99  $,1,30,Yes,Limit - Maximum Data 1GB
  Mauritania,BYUUXAHW5QEP,Mauritania 1GB - 5 Days,40.49  $,9.99  $,1,5,Yes,Limit - Maximum Data 1GB
  Mauritania,YRKZSDTD1MEJ,Mauritania 3GB - 10 Days,125.99  $,29.99  $,3,10,Yes,Limit - Maximum Data 3GB
  Mauritania,SGS5RUEPGTHF,Mauritania 3GB - 15 Days,132.92  $,29.99  $,3,15,Yes,Limit - Maximum Data 3GB
  Mauritania,QNUPPCFXLYGW,Mauritania 3GB - 30 Days,138.59  $,32.99  $,3,30,Yes,Limit - Maximum Data 3GB
  Mauritania,N7L7O21VN18C,Mauritania 3GB - 5 Days,113.39  $,28.99  $,3,5,Yes,Limit - Maximum Data 3GB
  Mauritania,M76LSWPTO0ID,Mauritania 5GB - 10 Days,193.02  $,49.99  $,5,10,Yes,Limit - Maximum Data 5GB
  Mauritania,IN6BKVYAGJPU,Mauritania 5GB - 15 Days,203.64  $,49.99  $,5,15,Yes,Limit - Maximum Data 5GB
  Mauritania,58FKMUSMWDLJ,Mauritania 5GB - 30 Days,212.32  $,54.99  $,5,30,Yes,Limit - Maximum Data 5GB
  Mauritania,AJRDFVKMYT6O,Mauritania 5GB - 5 Days,173.72  $,48.99  $,5,5,Yes,Limit - Maximum Data 5GB
  Mauritius,XKG0BLDTYLOK,Mauritius 10GB - 10 Days,50.00  $,53.99  $,10,10,Yes,Limit - Maximum Data 10GB
  Mauritius,GVOX5CQW0YEU,Mauritius 10GB - 15 Days,52.74  $,54.99  $,10,15,Yes,Limit - Maximum Data 10GB
  Mauritius,WZALQHGC4RFI,Mauritius 10GB - 30 Days,54.99  $,58.99  $,10,30,Yes,Limit - Maximum Data 10GB
  Mauritius,51014GC36ORG,Mauritius 10GB - 5 Days,45.00  $,52.99  $,10,5,Yes,Limit - Maximum Data 10GB
  Mauritius,ZLX8UD7FTQPN,Mauritius 1GB - 10 Days,7.68  $,9.99  $,1,10,Yes,Limit - Maximum Data 1GB
  Mauritius,QSBUBCRL68HF,Mauritius 1GB - 15 Days,8.10  $,9.99  $,1,15,Yes,Limit - Maximum Data 1GB
  Mauritius,HNEZYDKZOF1C,Mauritius 1GB - 30 Days,8.45  $,12.99  $,1,30,Yes,Limit - Maximum Data 1GB
  Mauritius,13QYLDS6XVO8,Mauritius 1GB - 5 Days,6.91  $,8.99  $,1,5,Yes,Limit - Maximum Data 1GB
  Mauritius,F3TYS87HTNI2,Mauritius 20GB - 10 Days,90.00  $,189.99  $,20,10,Yes,Limit - Maximum Data 20GB
  Mauritius,BHU6RJJTFQEP,Mauritius 20GB - 15 Days,94.94  $,194.99  $,20,15,Yes,Limit - Maximum Data 20GB
  Mauritius,17BIZTPX0CTD,Mauritius 20GB - 30 Days,98.99  $,194.99  $,20,30,Yes,Limit - Maximum Data 20GB
  Mauritius,TACLTZANM7BU,Mauritius 20GB - 5 Days,81.00  $,189.99  $,20,5,Yes,Limit - Maximum Data 20GB
  Mauritius,LTSJ83SSZAJZ,Mauritius 3GB - 10 Days,17.74  $,19.99  $,3,10,Yes,Limit - Maximum Data 3GB
  Mauritius,3PZBPAJKVOEM,Mauritius 3GB - 15 Days,18.72  $,19.99  $,3,15,Yes,Limit - Maximum Data 3GB
  Mauritius,GAUGRODDH2KL,Mauritius 3GB - 30 Days,19.51  $,22.99  $,3,30,Yes,Limit - Maximum Data 3GB
  Mauritius,6MKK3YA4WOZC,Mauritius 3GB - 5 Days,15.97  $,18.99  $,3,5,Yes,Limit - Maximum Data 3GB
  Mauritius,3MB4BLECUKOO,Mauritius 5GB - 10 Days,28.00  $,33.99  $,5,10,Yes,Limit - Maximum Data 5GB
  Mauritius,VNHPARM3F9XT,Mauritius 5GB - 15 Days,29.53  $,34.99  $,5,15,Yes,Limit - Maximum Data 5GB
  Mauritius,O13IJJXCTJVR,Mauritius 5GB - 30 Days,30.79  $,36.99  $,5,30,Yes,Limit - Maximum Data 5GB
  Mauritius,ODSHMSBW1J5R,Mauritius 5GB - 5 Days,25.20  $,32.99  $,5,5,Yes,Limit - Maximum Data 5GB
  Mayotte,QM0JNWBTRZGW,Mayotte 10GB - 10 Days,18.39  $,9.99  $,10,10,Yes,Limit - Maximum Data 10GB
  Mayotte,KUJGGVHQRXJ6,Mayotte 10GB - 15 Days,19.40  $,9.99  $,10,15,Yes,Limit - Maximum Data 10GB
  Mayotte,WHOCZ5FXNXR0,Mayotte 10GB - 30 Days,20.23  $,12.99  $,10,30,Yes,Limit - Maximum Data 10GB
  Mayotte,KASXBJPKCWLJ,Mayotte 10GB - 5 Days,16.55  $,8.99  $,10,5,Yes,Limit - Maximum Data 10GB
  Mayotte,U4HXTXGE6MTY,Mayotte 1GB - 10 Days,4.79  $,3.99  $,1,10,Yes,Limit - Maximum Data 1GB
  Mayotte,S6DGNS2DDYKR,Mayotte 1GB - 15 Days,5.06  $,4.99  $,1,15,Yes,Limit - Maximum Data 1GB
  Mayotte,3FOT7N9SUNVS,Mayotte 1GB - 30 Days,5.27  $,6.99  $,1,30,Yes,Limit - Maximum Data 1GB
  Mayotte,U9FP3T0WLYA2,Mayotte 1GB - 5 Days,4.31  $,2.99  $,1,5,Yes,Limit - Maximum Data 1GB
  Mayotte,OI6QEKMQNPSU,Mayotte 20GB - 10 Days,34.39  $,18.99  $,20,10,Yes,Limit - Maximum Data 20GB
  Mayotte,VZJS2NQ310RD,Mayotte 20GB - 15 Days,36.28  $,19.99  $,20,15,Yes,Limit - Maximum Data 20GB
  Mayotte,KX7LIY92FTAU,Mayotte 20GB - 30 Days,37.83  $,21.99  $,20,30,Yes,Limit - Maximum Data 20GB
  Mayotte,IX1TH76ZVTEH,Mayotte 20GB - 5 Days,30.95  $,17.99  $,20,5,Yes,Limit - Maximum Data 20GB
  Mayotte,ROFQ4HFQZYH4,Mayotte 3GB - 10 Days,6.39  $,7.99  $,3,10,Yes,Limit - Maximum Data 3GB
  Mayotte,U9FJAV0I8OBP,Mayotte 3GB - 15 Days,6.74  $,8.99  $,3,15,Yes,Limit - Maximum Data 3GB
  Mayotte,SOWZNEOUMK2T,Mayotte 3GB - 30 Days,7.03  $,9.99  $,3,30,Yes,Limit - Maximum Data 3GB
  Mayotte,MLSVC0DX9ZIY,Mayotte 3GB - 5 Days,5.75  $,6.99  $,3,5,Yes,Limit - Maximum Data 3GB
  Mayotte,NFL3OENLPBAO,Mayotte 5GB - 10 Days,10.39  $,5.99  $,5,10,Yes,Limit - Maximum Data 5GB
  Mayotte,6DALJYZPQFNT,Mayotte 5GB - 15 Days,10.96  $,6.99  $,5,15,Yes,Limit - Maximum Data 5GB
  Mayotte,OU1QSPAJQOBN,Mayotte 5GB - 30 Days,11.43  $,8.99  $,5,30,Yes,Limit - Maximum Data 5GB
  Mayotte,ZDR0OYKQPJBF,Mayotte 5GB - 5 Days,9.35  $,4.99  $,5,5,Yes,Limit - Maximum Data 5GB
  Mayotte,YU8WR7OJVMBO,Mayotte Unlimited LITE - 10 Days,50.39  $,55.99  $,Unlimited,10,Yes,"Daily - 2GB per Day, then 1Mbps"
  Mayotte,ELR82RXJEKFY,Mayotte Unlimited LITE - 15 Days,80.09  $,88.99  $,Unlimited,15,Yes,"Daily - 2GB per Day, then 1Mbps"
  Mayotte,VW8XBAFR0YMO,Mayotte Unlimited LITE - 30 Days,116.09  $,128.99  $,Unlimited,30,Yes,"Daily - 2GB per Day, then 1Mbps"
  Mayotte,8HIAVRLRPXB5,Mayotte Unlimited LITE - 5 Days,26.09  $,28.99  $,Unlimited,5,Yes,"Daily - 2GB per Day, then 1Mbps"
  Mayotte,QN8MWPNGHPKL,Mayotte Unlimited MAX - 10 Days,71.09  $,54.99  $,Unlimited,10,Yes,"Daily - 5GB per Day, then 1Mbps"
  Mayotte,DIWLT6YSJNRT,Mayotte Unlimited MAX - 15 Days,116.09  $,99.99  $,Unlimited,15,Yes,"Daily - 5GB per Day, then 1Mbps"
  Mayotte,CJWLWR3HLNTU,Mayotte Unlimited MAX - 30 Days,179.09  $,139.99  $,Unlimited,30,Yes,"Daily - 5GB per Day, then 1Mbps"
  Mayotte,HI0BE6DSHPIH,Mayotte Unlimited MAX - 5 Days,40.49  $,34.99  $,Unlimited,5,Yes,"Daily - 5GB per Day, then 1Mbps"
  Mayotte,W7K03EK8QVNO,Mayotte Unlimited STANDARD - 10 Days,50.39  $,49.99  $,Unlimited,10,Yes,"Daily - 3GB per Day, then 1Mbps"
  Mayotte,D93UXXD7QOII,Mayotte Unlimited STANDARD - 15 Days,80.09  $,89.99  $,Unlimited,15,Yes,"Daily - 3GB per Day, then 1Mbps"
  Mayotte,CRML4QADD0LB,Mayotte Unlimited STANDARD - 30 Days,116.09  $,129.99  $,Unlimited,30,Yes,"Daily - 3GB per Day, then 1Mbps"
  Mayotte,EJXJP9YVEHSA,Mayotte Unlimited STANDARD - 5 Days,26.09  $,29.99  $,Unlimited,5,Yes,"Daily - 3GB per Day, then 1Mbps"
  Mexico,GCZWUT2WAYFL,Mexico 10GB - 10 Days,22.31  $,41.99  $,10,10,Yes,Limit - Maximum Data 10GB
  Mexico,4EMNOFKPB1B9,Mexico 10GB - 15 Days,23.54  $,42.99  $,10,15,Yes,Limit - Maximum Data 10GB
  Mexico,ICV3ADHRMQST,Mexico 10GB - 30 Days,24.54  $,46.99  $,10,30,Yes,Limit - Maximum Data 10GB
  Mexico,VQM9RKL0BROW,Mexico 10GB - 5 Days,20.08  $,40.99  $,10,5,Yes,Limit - Maximum Data 10GB
  Mexico,EC3ZBWK1JDXM,Mexico 1GB - 10 Days,4.70  $,5.99  $,1,10,Yes,Limit - Maximum Data 1GB
  Mexico,HA4NYSXOPYMM,Mexico 1GB - 15 Days,4.96  $,6.99  $,1,15,Yes,Limit - Maximum Data 1GB
  Mexico,IEKHVHUPRIAS,Mexico 1GB - 30 Days,5.17  $,8.99  $,1,30,Yes,Limit - Maximum Data 1GB
  Mexico,JWU9Q6NJDO3J,Mexico 1GB - 5 Days,4.23  $,4.99  $,1,5,Yes,Limit - Maximum Data 1GB
  Mexico,MDKYOHXD2BAZ,Mexico 20GB - 10 Days,38.87  $,61.99  $,20,10,Yes,Limit - Maximum Data 20GB
  Mexico,SKA8KYB3PLE7,Mexico 20GB - 15 Days,41.01  $,62.99  $,20,15,Yes,Limit - Maximum Data 20GB
  Mexico,I4TZ652PZ8PB,Mexico 20GB - 30 Days,42.76  $,66.99  $,20,30,Yes,Limit - Maximum Data 20GB
  Mexico,FKGUERMPICEW,Mexico 20GB - 5 Days,34.99  $,60.99  $,20,5,Yes,Limit - Maximum Data 20GB
  Mexico,WVPIHSRD7XBK,Mexico 3GB - 10 Days,8.79  $,14.99  $,3,10,Yes,Limit - Maximum Data 3GB
  Mexico,OCKDOLY26UXD,Mexico 3GB - 15 Days,9.28  $,14.99  $,3,15,Yes,Limit - Maximum Data 3GB
  Mexico,YI6VMRFSRDGI,Mexico 3GB - 30 Days,9.67  $,17.99  $,3,30,Yes,Limit - Maximum Data 3GB
  Mexico,1P38PMZERWKC,Mexico 3GB - 5 Days,7.91  $,13.99  $,3,5,Yes,Limit - Maximum Data 3GB
  Mexico,VDKQTUVBB8NZ,Mexico 5GB - 10 Days,12.79  $,24.99  $,5,10,Yes,Limit - Maximum Data 5GB
  Mexico,CTFLUH946DEN,Mexico 5GB - 15 Days,13.50  $,24.99  $,5,15,Yes,Limit - Maximum Data 5GB
  Mexico,8PRFXTBOKD43,Mexico 5GB - 30 Days,14.07  $,27.99  $,5,30,Yes,Limit - Maximum Data 5GB
  Mexico,ABMQMI74IQYN,Mexico 5GB - 5 Days,11.51  $,23.99  $,5,5,Yes,Limit - Maximum Data 5GB
  Moldova,RQ5OGEKGJ6XM,Moldova 10GB - 10 Days,10.69  $,9.99  $,10,10,Yes,Limit - Maximum Data 10GB
  Moldova,3VBTGXNJLXY6,Moldova 10GB - 15 Days,11.28  $,9.99  $,10,15,Yes,Limit - Maximum Data 10GB
  Moldova,CO6LRMDCRBDI,Moldova 10GB - 30 Days,11.76  $,12.99  $,10,30,Yes,Limit - Maximum Data 10GB
  Moldova,UPUYKCMZEF8X,Moldova 10GB - 5 Days,9.62  $,8.99  $,10,5,Yes,Limit - Maximum Data 10GB
